,Date,sourceCurrency,targetCurrency,askRate,bidRateCK
1151,2025-04-09,THB,VND,784.0,730.0
1152,2025-04-09,USD,VND,,
1153,2025-04-09,USD,VND,,
1154,2025-04-09,USD,VND,26182.0,25830.0
1155,2025-04-10,AUD,VND,16177.0,15593.0
1156,2025-04-10,CAD,VND,18682.0,18055.0
1157,2025-04-10,CHF,VND,30947.0,30283.0
1158,2025-04-10,CNY,VND,3600.0,3358.0
1159,2025-04-10,EUR,VND,29148.0,28105.0
1160,2025-04-10,GBP,VND,33710.0,32758.0
1161,2025-04-10,HKD,VND,3393.0,3189.0
1162,2025-04-10,JPY,VND,180.08,173.83
1163,2025-04-10,KRW,VND,19.0,
1164,2025-04-10,NZD,VND,14912.0,14316.0
1165,2025-04-10,SGD,VND,19520.0,18979.0
1166,2025-04-10,THB,VND,785.0,732.0
1167,2025-04-10,USD,VND,,
1168,2025-04-10,USD,VND,,
1169,2025-04-10,USD,VND,25965.0,25610.0
1170,2025-04-11,AUD,VND,16348.0,15766.0
1171,2025-04-11,CAD,VND,18886.0,18262.0
1172,2025-04-11,CHF,VND,31787.0,31117.0
1173,2025-04-11,CNY,VND,3600.0,3358.0
1174,2025-04-11,EUR,VND,29921.0,28874.0
1175,2025-04-11,GBP,VND,34236.0,33290.0
1176,2025-04-11,HKD,VND,3391.0,3187.0
1177,2025-04-11,JPY,VND,183.87,177.64
1178,2025-04-11,KRW,VND,18.6,
1179,2025-04-11,NZD,VND,15232.0,14631.0
1180,2025-04-11,SGD,VND,19765.0,19239.0
1181,2025-04-11,THB,VND,798.0,744.0
1182,2025-04-11,USD,VND,,
1183,2025-04-11,USD,VND,,
1184,2025-04-11,USD,VND,25925.0,25570.0
1185,2025-04-12,AUD,VND,16515.0,15919.0
1186,2025-04-12,CAD,VND,18942.0,18309.0
1187,2025-04-12,CHF,VND,31977.0,31306.0
1188,2025-04-12,CNY,VND,3600.0,3358.0
1189,2025-04-12,EUR,VND,29936.0,28882.0
1190,2025-04-12,GBP,VND,34223.0,33260.0
1191,2025-04-12,HKD,VND,3394.0,3189.0
1192,2025-04-12,JPY,VND,183.11,176.79
1193,2025-04-12,KRW,VND,18.6,
1194,2025-04-12,NZD,VND,15279.0,14683.0
1195,2025-04-12,SGD,VND,19791.0,19244.0
1196,2025-04-12,THB,VND,804.0,746.0
1197,2025-04-12,USD,VND,,
1198,2025-04-12,USD,VND,,
1199,2025-04-12,USD,VND,25945.0,25580.0
1200,2025-04-14,AUD,VND,16651.0,16070.0
1201,2025-04-14,CAD,VND,19015.0,18395.0
1202,2025-04-14,CHF,VND,31927.0,31276.0
1203,2025-04-14,CNY,VND,3600.0,3358.0
1204,2025-04-14,EUR,VND,30055.0,29025.0
1205,2025-04-14,GBP,VND,34534.0,33594.0
1206,2025-04-14,HKD,VND,3402.0,3199.0
1207,2025-04-14,JPY,VND,184.02,177.82
1208,2025-04-14,KRW,VND,18.6,
1209,2025-04-14,NZD,VND,15441.0,14851.0
1210,2025-04-14,SGD,VND,19884.0,19355.0
1211,2025-04-14,THB,VND,802.0,749.0
1212,2025-04-14,USD,VND,,
1213,2025-04-14,USD,VND,,
1214,2025-04-14,USD,VND,26005.0,25660.0
1215,2025-04-15,AUD,VND,16722.0,16135.0
1216,2025-04-15,CAD,VND,19003.0,18374.0
1217,2025-04-15,CHF,VND,32059.0,31392.0
1218,2025-04-15,CNY,VND,3600.0,3358.0
1219,2025-04-15,EUR,VND,29974.0,28932.0
1220,2025-04-15,GBP,VND,34746.0,33785.0
1221,2025-04-15,HKD,VND,3402.0,3198.0
1222,2025-04-15,JPY,VND,184.49,178.26
1223,2025-04-15,KRW,VND,18.6,
1224,2025-04-15,NZD,VND,15555.0,14959.0
1225,2025-04-15,SGD,VND,19899.0,19364.0
1226,2025-04-15,THB,VND,802.0,748.0
1227,2025-04-15,USD,VND,,
1228,2025-04-15,USD,VND,,
1229,2025-04-15,USD,VND,26015.0,25660.0
1230,2025-04-16,AUD,VND,16788.0,16207.0
1231,2025-04-16,CAD,VND,18943.0,18323.0
1232,2025-04-16,CHF,VND,31998.0,31347.0
1233,2025-04-16,CNY,VND,3600.0,3358.0
1234,2025-04-16,EUR,VND,30034.0,29001.0
1235,2025-04-16,GBP,VND,34824.0,33881.0
1236,2025-04-16,HKD,VND,3402.0,3200.0
1237,2025-04-16,JPY,VND,184.6,178.4
1238,2025-04-16,KRW,VND,18.6,
1239,2025-04-16,NZD,VND,15559.0,14968.0
1240,2025-04-16,SGD,VND,19932.0,19406.0
1241,2025-04-16,THB,VND,810.0,756.0
1242,2025-04-16,USD,VND,,
1243,2025-04-16,USD,VND,,
1244,2025-04-16,USD,VND,26035.0,25680.0
1245,2025-04-17,AUD,VND,16775.0,16183.0
1246,2025-04-17,CAD,VND,19009.0,18379.0
1247,2025-04-17,CHF,VND,32063.0,31404.0
1248,2025-04-17,CNY,VND,3600.0,3358.0
1249,2025-04-17,EUR,VND,30120.0,29072.0
1250,2025-04-17,GBP,VND,34810.0,33859.0
1251,2025-04-17,HKD,VND,3407.0,3203.0
1252,2025-04-17,JPY,VND,185.09,178.81
1253,2025-04-17,KRW,VND,18.6,
1254,2025-04-17,NZD,VND,15637.0,15036.0
1255,2025-04-17,SGD,VND,19996.0,19460.0
1256,2025-04-17,THB,VND,810.0,756.0
1257,2025-04-17,USD,VND,,
1258,2025-04-17,USD,VND,,
1259,2025-04-17,USD,VND,26075.0,25720.0
1260,2025-04-18,AUD,VND,16864.0,16271.0
1261,2025-04-18,CAD,VND,19092.0,18467.0
1262,2025-04-18,CHF,VND,32077.0,31417.0
1263,2025-04-18,CNY,VND,3600.0,3358.0
1264,2025-04-18,EUR,VND,30188.0,29141.0
1265,2025-04-18,GBP,VND,34979.0,34013.0
1266,2025-04-18,HKD,VND,3416.0,3212.0
1267,2025-04-18,JPY,VND,185.92,179.67
1268,2025-04-18,KRW,VND,18.6,
1269,2025-04-18,NZD,VND,15681.0,15077.0
1270,2025-04-18,SGD,VND,20048.0,19510.0
1271,2025-04-18,THB,VND,808.0,754.0
1272,2025-04-18,USD,VND,,
1273,2025-04-18,USD,VND,,
1274,2025-04-18,USD,VND,26140.0,25785.0
1275,2025-04-19,AUD,VND,16866.0,16284.0
1276,2025-04-19,CAD,VND,19104.0,18480.0
1277,2025-04-19,CHF,VND,32174.0,31522.0
1278,2025-04-19,CNY,VND,3600.0,3358.0
1279,2025-04-19,EUR,VND,30243.0,29196.0
1280,2025-04-19,GBP,VND,35039.0,34083.0
1281,2025-04-19,HKD,VND,3416.0,3212.0
1282,2025-04-19,JPY,VND,186.17,179.94
1283,2025-04-19,KRW,VND,18.6,
1284,2025-04-19,NZD,VND,15686.0,15095.0
1285,2025-04-19,SGD,VND,20065.0,19526.0
1286,2025-04-19,THB,VND,810.0,754.0
1287,2025-04-19,USD,VND,,
1288,2025-04-19,USD,VND,,
1289,2025-04-19,USD,VND,26140.0,25785.0
1290,2025-04-21,AUD,VND,16967.0,16381.0
1291,2025-04-21,CAD,VND,19124.0,18499.0
1292,2025-04-21,CHF,VND,32527.0,31871.0
1293,2025-04-21,CNY,VND,3600.0,3358.0
1294,2025-04-21,EUR,VND,30573.0,29540.0
1295,2025-04-21,GBP,VND,35229.0,34278.0
1296,2025-04-21,HKD,VND,3405.0,3203.0
1297,2025-04-21,JPY,VND,187.58,181.42
1298,2025-04-21,KRW,VND,18.6,
1299,2025-04-21,NZD,VND,15851.0,15258.0
1300,2025-04-21,SGD,VND,20141.0,19611.0
1301,2025-04-21,THB,VND,814.0,760.0
1302,2025-04-21,USD,VND,,
1303,2025-04-21,USD,VND,,
1304,2025-04-21,USD,VND,26060.0,25715.0
1305,2025-04-22,AUD,VND,16947.0,16366.0
1306,2025-04-22,CAD,VND,19137.0,18514.0
1307,2025-04-22,CHF,VND,32401.0,31747.0
1308,2025-04-22,CNY,VND,3600.0,3358.0
1309,2025-04-22,EUR,VND,30523.0,29487.0
1310,2025-04-22,GBP,VND,35247.0,34300.0
1311,2025-04-22,HKD,VND,3421.0,3218.0
1312,2025-04-22,JPY,VND,188.6,182.39
1313,2025-04-22,KRW,VND,18.6,
1314,2025-04-22,NZD,VND,15875.0,15287.0
1315,2025-04-22,SGD,VND,20136.0,19605.0
1316,2025-04-22,THB,VND,814.0,760.0
1317,2025-04-22,USD,VND,,
1318,2025-04-22,USD,VND,,
1319,2025-04-22,USD,VND,26120.0,25815.0
1320,2025-04-23,AUD,VND,17000.0,16410.0
1321,2025-04-23,CAD,VND,19206.0,18578.0
1322,2025-04-23,CHF,VND,32028.0,31361.0
1323,2025-04-23,CNY,VND,3600.0,3358.0
1324,2025-04-23,EUR,VND,30373.0,29323.0
1325,2025-04-23,GBP,VND,35175.0,34219.0
1326,2025-04-23,HKD,VND,3424.0,3220.0
1327,2025-04-23,JPY,VND,186.97,180.74
1328,2025-04-23,KRW,VND,18.6,
1329,2025-04-23,NZD,VND,15870.0,15268.0
1330,2025-04-23,SGD,VND,20112.0,19585.0
1331,2025-04-23,THB,VND,811.0,757.0
1332,2025-04-23,USD,VND,,
1333,2025-04-23,USD,VND,,
1334,2025-04-23,USD,VND,26141.0,25840.0
1335,2025-04-24,AUD,VND,16952.0,16368.0
1336,2025-04-24,CAD,VND,19171.0,18551.0
1337,2025-04-24,CHF,VND,31949.0,31298.0
1338,2025-04-24,CNY,VND,3600.0,3358.0
1339,2025-04-24,EUR,VND,30332.0,29296.0
1340,2025-04-24,GBP,VND,35191.0,34251.0
1341,2025-04-24,HKD,VND,3428.0,3226.0
1342,2025-04-24,JPY,VND,186.5,180.34
1343,2025-04-24,KRW,VND,18.6,
1344,2025-04-24,NZD,VND,15854.0,15258.0
1345,2025-04-24,SGD,VND,20128.0,19600.0
1346,2025-04-24,THB,VND,811.0,758.0
1347,2025-04-24,USD,VND,,
1348,2025-04-24,USD,VND,,
1349,2025-04-24,USD,VND,26174.0,25880.0
1350,2025-04-25,AUD,VND,16918.0,16337.0
1351,2025-04-25,CAD,VND,19098.0,18479.0
1352,2025-04-25,CHF,VND,31734.0,31081.0
1353,2025-04-25,CNY,VND,3600.0,3358.0
1354,2025-04-25,EUR,VND,30205.0,29172.0
1355,2025-04-25,GBP,VND,35141.0,34201.0
1356,2025-04-25,HKD,VND,3426.0,3224.0
1357,2025-04-25,JPY,VND,184.91,178.71
1358,2025-04-25,KRW,VND,19.0,
1359,2025-04-25,NZD,VND,15774.0,15179.0
1360,2025-04-25,SGD,VND,20051.0,19526.0
1361,2025-04-25,THB,VND,808.0,754.0
1362,2025-04-25,USD,VND,,
1363,2025-04-25,USD,VND,,
1364,2025-04-25,USD,VND,26195.0,25860.0
1365,2025-04-26,AUD,VND,16968.0,16373.0
1366,2025-04-26,CAD,VND,19146.0,18517.0
1367,2025-04-26,CHF,VND,31812.0,31161.0
1368,2025-04-26,CNY,VND,3600.0,3358.0
1369,2025-04-26,EUR,VND,30250.0,29205.0
1370,2025-04-26,GBP,VND,35179.0,34228.0
1371,2025-04-26,HKD,VND,3427.0,3223.0
1372,2025-04-26,JPY,VND,184.75,178.47
1373,2025-04-26,KRW,VND,19.0,
1374,2025-04-26,NZD,VND,15796.0,15194.0
1375,2025-04-26,SGD,VND,20058.0,19518.0
1376,2025-04-26,THB,VND,808.0,754.0
1377,2025-04-26,USD,VND,,
1378,2025-04-26,USD,VND,,
1379,2025-04-26,USD,VND,26210.0,25855.0
1380,2025-04-28,AUD,VND,16945.0,16367.0
1381,2025-04-28,CAD,VND,19106.0,18489.0
1382,2025-04-28,CHF,VND,31729.0,31075.0
1383,2025-04-28,CNY,VND,3600.0,3358.0
1384,2025-04-28,EUR,VND,30181.0,29151.0
1385,2025-04-28,GBP,VND,35212.0,34272.0
1386,2025-04-28,HKD,VND,3423.0,3221.0
1387,2025-04-28,JPY,VND,184.89,178.73
1388,2025-04-28,KRW,VND,19.0,
1389,2025-04-28,NZD,VND,15750.0,15160.0
1390,2025-04-28,SGD,VND,20053.0,19534.0
1391,2025-04-28,THB,VND,804.0,751.0
1392,2025-04-28,USD,VND,,
1393,2025-04-28,USD,VND,,
1394,2025-04-28,USD,VND,26182.0,25837.0
1395,2025-04-29,AUD,VND,16989.0,16414.0
1396,2025-04-29,CAD,VND,19144.0,18525.0
1397,2025-04-29,CHF,VND,31876.0,31225.0
1398,2025-04-29,CNY,VND,3600.0,3358.0
1399,2025-04-29,EUR,VND,30269.0,29238.0
1400,2025-04-29,GBP,VND,35366.0,34423.0
1401,2025-04-29,HKD,VND,3424.0,3221.0
1402,2025-04-29,JPY,VND,185.84,179.68
1403,2025-04-29,KRW,VND,19.0,
1404,2025-04-29,NZD,VND,15773.0,15183.0
1405,2025-04-29,SGD,VND,20131.0,19601.0
1406,2025-04-29,THB,VND,810.0,757.0
1407,2025-04-29,USD,VND,,
1408,2025-04-29,USD,VND,,
1409,2025-04-29,USD,VND,26190.0,25845.0
1410,2025-05-05,AUD,VND,17167.0,16583.0
1411,2025-05-05,CAD,VND,19188.0,18565.0
1412,2025-05-05,CHF,VND,31897.0,31235.0
1413,2025-05-05,CNY,VND,3600.0,3358.0
1414,2025-05-05,EUR,VND,30107.0,29074.0
1415,2025-05-05,GBP,VND,35058.0,34113.0
1416,2025-05-05,HKD,VND,3420.0,3218.0
1417,2025-05-05,JPY,VND,184.0,177.85
1418,2025-05-05,KRW,VND,19.0,
1419,2025-05-05,NZD,VND,15813.0,15220.0
1420,2025-05-05,SGD,VND,20443.0,19911.0
1421,2025-05-05,THB,VND,820.0,767.0
1422,2025-05-05,USD,VND,,
1423,2025-05-05,USD,VND,,
1424,2025-05-05,USD,VND,26135.0,25790.0
1425,2025-05-06,AUD,VND,17069.0,16490.0
1426,2025-05-06,CAD,VND,19150.0,18534.0
1427,2025-05-06,CHF,VND,31826.0,31179.0
1428,2025-05-06,CNY,VND,3600.0,3358.0
1429,2025-05-06,EUR,VND,30056.0,29026.0
1430,2025-05-06,GBP,VND,35134.0,34198.0
1431,2025-05-06,HKD,VND,3422.0,3220.0
1432,2025-05-06,JPY,VND,184.95,178.81
1433,2025-05-06,KRW,VND,19.5,18.1
1434,2025-05-06,NZD,VND,15785.0,15202.0
1435,2025-05-06,SGD,VND,20387.0,19870.0
1436,2025-05-06,THB,VND,827.0,773.0
1437,2025-05-06,USD,VND,,
1438,2025-05-06,USD,VND,,
1439,2025-05-06,USD,VND,26149.0,25807.0
1440,2025-05-07,AUD,VND,17104.0,16524.0
1441,2025-05-07,CAD,VND,19171.0,18550.0
1442,2025-05-07,CHF,VND,31882.0,31227.0
1443,2025-05-07,CNY,VND,3600.0,3358.0
1444,2025-05-07,EUR,VND,30149.0,29118.0
1445,2025-05-07,GBP,VND,35139.0,34188.0
1446,2025-05-07,HKD,VND,3417.0,3214.0
1447,2025-05-07,JPY,VND,184.7,178.54
1448,2025-05-07,KRW,VND,19.3,17.4
1449,2025-05-07,NZD,VND,15811.0,15218.0
1450,2025-05-07,SGD,VND,20365.0,19836.0
1451,2025-05-07,THB,VND,825.0,771.0
1452,2025-05-07,USD,VND,,
1453,2025-05-07,USD,VND,,
1454,2025-05-07,USD,VND,26135.0,25790.0
1455,2025-05-08,AUD,VND,16969.0,16384.0
1456,2025-05-08,CAD,VND,19064.0,18446.0
1457,2025-05-08,CHF,VND,31816.0,31168.0
1458,2025-05-08,CNY,VND,3600.0,3358.0
1459,2025-05-08,EUR,VND,29976.0,28935.0
1460,2025-05-08,GBP,VND,34985.0,34047.0
1461,2025-05-08,HKD,VND,3413.0,3210.0
1462,2025-05-08,JPY,VND,182.87,176.73
1463,2025-05-08,KRW,VND,19.3,17.4
1464,2025-05-08,NZD,VND,15651.0,15062.0
1465,2025-05-08,SGD,VND,20288.0,19763.0
1466,2025-05-08,THB,VND,822.0,769.0
1467,2025-05-08,USD,VND,,
1468,2025-05-08,USD,VND,,
1469,2025-05-08,USD,VND,26150.0,25807.0
1470,2025-05-09,AUD,VND,16929.0,16348.0
1471,2025-05-09,CAD,VND,19017.0,18397.0
1472,2025-05-09,CHF,VND,31579.0,30926.0
1473,2025-05-09,CNY,VND,3600.0,3358.0
1474,2025-05-09,EUR,VND,29862.0,28831.0
1475,2025-05-09,GBP,VND,34960.0,34028.0
1476,2025-05-09,HKD,VND,3409.0,3207.0
1477,2025-05-09,JPY,VND,182.2,176.04
1478,2025-05-09,KRW,VND,19.3,17.4
1479,2025-05-09,NZD,VND,15565.0,14974.0
1480,2025-05-09,SGD,VND,20261.0,19733.0
1481,2025-05-09,THB,VND,818.0,765.0
1482,2025-05-09,USD,VND,,
1483,2025-05-09,USD,VND,,
1484,2025-05-09,USD,VND,26145.0,25800.0
1485,2025-05-10,AUD,VND,16969.0,16385.0
1486,2025-05-10,CAD,VND,18995.0,18371.0
1487,2025-05-10,CHF,VND,31621.0,30948.0
1488,2025-05-10,CNY,VND,3600.0,3358.0
1489,2025-05-10,EUR,VND,29883.0,28839.0
1490,2025-05-10,GBP,VND,35080.0,34129.0
1491,2025-05-10,HKD,VND,3411.0,3207.0
1492,2025-05-10,JPY,VND,182.29,176.03
1493,2025-05-10,KRW,VND,19.3,17.4
1494,2025-05-10,NZD,VND,15625.0,15024.0
1495,2025-05-10,SGD,VND,20278.0,19734.0
1496,2025-05-10,THB,VND,820.0,766.0
1497,2025-05-10,USD,VND,,
1498,2025-05-10,USD,VND,,
1499,2025-05-10,USD,VND,26155.0,25800.0
1500,2025-05-12,AUD,VND,16930.0,16348.0
1501,2025-05-12,CAD,VND,18945.0,18322.0
1502,2025-05-12,CHF,VND,31104.0,30446.0
1503,2025-05-12,CNY,VND,3600.0,3358.0
1504,2025-05-12,EUR,VND,29517.0,28481.0
1505,2025-05-12,GBP,VND,34769.0,33828.0
1506,2025-05-12,HKD,VND,3404.0,3201.0
1507,2025-05-12,JPY,VND,178.86,172.68
1508,2025-05-12,KRW,VND,19.3,17.4
1509,2025-05-12,NZD,VND,15549.0,14956.0
1510,2025-05-12,SGD,VND,20141.0,19607.0
1511,2025-05-12,THB,VND,808.0,754.0
1512,2025-05-12,USD,VND,,
1513,2025-05-12,USD,VND,,
1514,2025-05-12,USD,VND,26150.0,25800.0
1515,2025-05-13,AUD,VND,16957.0,16379.0
1516,2025-05-13,CAD,VND,18922.0,18303.0
1517,2025-05-13,CHF,VND,31202.0,30564.0
1518,2025-05-13,CNY,VND,3600.0,3358.0
1519,2025-05-13,EUR,VND,29479.0,28449.0
1520,2025-05-13,GBP,VND,34805.0,33863.0
1521,2025-05-13,HKD,VND,3402.0,3199.0
1522,2025-05-13,JPY,VND,178.88,172.73
1523,2025-05-13,KRW,VND,18.9,17.2
1524,2025-05-13,NZD,VND,15572.0,14979.0
1525,2025-05-13,SGD,VND,20152.0,19625.0
1526,2025-05-13,THB,VND,814.0,760.0
1527,2025-05-13,USD,VND,,
1528,2025-05-13,USD,VND,,
1529,2025-05-13,USD,VND,26140.0,25795.0
1530,2025-05-14,AUD,VND,17111.0,16528.0
1531,2025-05-14,CAD,VND,18991.0,18371.0
1532,2025-05-14,CHF,VND,31467.0,30807.0
1533,2025-05-14,CNY,VND,3600.0,3358.0
1534,2025-05-14,EUR,VND,29832.0,28799.0
1535,2025-05-14,GBP,VND,35133.0,34182.0
1536,2025-05-14,HKD,VND,3394.0,3191.0
1537,2025-05-14,JPY,VND,181.37,175.22
1538,2025-05-14,KRW,VND,19.2,17.5
1539,2025-05-14,NZD,VND,15723.0,15130.0
1540,2025-05-14,SGD,VND,20266.0,19736.0
1541,2025-05-14,THB,VND,812.0,759.0
1542,2025-05-14,USD,VND,,
1543,2025-05-14,USD,VND,,
1544,2025-05-14,USD,VND,26105.0,25760.0
1545,2025-05-15,AUD,VND,16973.0,16391.0
1546,2025-05-15,CAD,VND,18906.0,18291.0
1547,2025-05-15,CHF,VND,31354.0,30722.0
1548,2025-05-15,CNY,VND,3600.0,3358.0
1549,2025-05-15,EUR,VND,29727.0,28700.0
1550,2025-05-15,GBP,VND,34975.0,34044.0
1551,2025-05-15,HKD,VND,3392.0,3190.0
1552,2025-05-15,JPY,VND,181.41,175.29
1553,2025-05-15,KRW,VND,19.3,17.5
1554,2025-05-15,NZD,VND,15551.0,14966.0
1555,2025-05-15,SGD,VND,20243.0,19727.0
1556,2025-05-15,THB,VND,810.0,757.0
1557,2025-05-15,USD,VND,,
1558,2025-05-15,USD,VND,,
1559,2025-05-15,USD,VND,26113.0,25773.0
1560,2025-05-16,AUD,VND,16972.0,16396.0
1561,2025-05-16,CAD,VND,18935.0,18318.0
1562,2025-05-16,CHF,VND,31408.0,30751.0
1563,2025-05-16,CNY,VND,3600.0,3358.0
1564,2025-05-16,EUR,VND,29696.0,28669.0
1565,2025-05-16,GBP,VND,35003.0,34067.0
1566,2025-05-16,HKD,VND,3389.0,3186.0
1567,2025-05-16,JPY,VND,181.97,175.83
1568,2025-05-16,KRW,VND,19.3,17.5
1569,2025-05-16,NZD,VND,15589.0,14998.0
1570,2025-05-16,SGD,VND,20247.0,19721.0
1571,2025-05-16,THB,VND,811.0,758.0
1572,2025-05-16,USD,VND,,
1573,2025-05-16,USD,VND,,
1574,2025-05-16,USD,VND,26099.0,25757.0
1575,2025-05-17,AUD,VND,16925.0,16331.0
1576,2025-05-17,CAD,VND,18929.0,18305.0
1577,2025-05-17,CHF,VND,31327.0,30670.0
1578,2025-05-17,CNY,VND,3600.0,3358.0
1579,2025-05-17,EUR,VND,29618.0,28576.0
1580,2025-05-17,GBP,VND,34949.0,33993.0
1581,2025-05-17,HKD,VND,3390.0,3186.0
1582,2025-05-17,JPY,VND,181.67,175.44
1583,2025-05-17,KRW,VND,19.3,17.5
1584,2025-05-17,NZD,VND,15529.0,14935.0
1585,2025-05-17,SGD,VND,20218.0,19679.0
1586,2025-05-17,THB,VND,812.0,753.0
1587,2025-05-17,USD,VND,,
1588,2025-05-17,USD,VND,,
1589,2025-05-17,USD,VND,26115.0,25760.0
1590,2025-05-19,AUD,VND,17032.0,16458.0
1591,2025-05-19,CAD,VND,18963.0,18344.0
1592,2025-05-19,CHF,VND,31534.0,30887.0
1593,2025-05-19,CNY,VND,3600.0,3358.0
1594,2025-05-19,EUR,VND,29932.0,28901.0
1595,2025-05-19,GBP,VND,35277.0,34347.0
1596,2025-05-19,HKD,VND,3389.0,3186.0
1597,2025-05-19,JPY,VND,182.73,176.57
1598,2025-05-19,KRW,VND,19.2,17.4
1599,2025-05-19,NZD,VND,15612.0,15023.0
1600,2025-05-19,SGD,VND,20315.0,19787.0
1601,2025-05-19,THB,VND,816.0,763.0
1602,2025-05-19,USD,VND,,
1603,2025-05-19,USD,VND,,
1604,2025-05-19,USD,VND,26130.0,25785.0
1605,2025-05-20,AUD,VND,16981.0,16398.0
1606,2025-05-20,CAD,VND,18992.0,18371.0
1607,2025-05-20,CHF,VND,31553.0,30896.0
1608,2025-05-20,CNY,VND,3600.0,3358.0
1609,2025-05-20,EUR,VND,29893.0,28862.0
1610,2025-05-20,GBP,VND,35238.0,34298.0
1611,2025-05-20,HKD,VND,3388.0,3185.0
1612,2025-05-20,JPY,VND,183.32,177.13
1613,2025-05-20,KRW,VND,19.3,17.5
1614,2025-05-20,NZD,VND,15640.0,15047.0
1615,2025-05-20,SGD,VND,20308.0,19777.0
1616,2025-05-20,THB,VND,817.0,764.0
1617,2025-05-20,USD,VND,,
1618,2025-05-20,USD,VND,,
1619,2025-05-20,USD,VND,26145.0,25800.0
1620,2025-05-21,AUD,VND,17034.0,16453.0
1621,2025-05-21,CAD,VND,19059.0,18438.0
1622,2025-05-21,CHF,VND,31877.0,31227.0
1623,2025-05-21,CNY,VND,3600.0,3358.0
1624,2025-05-21,EUR,VND,30101.0,29070.0
1625,2025-05-21,GBP,VND,35336.0,34403.0
1626,2025-05-21,HKD,VND,3388.0,3185.0
1627,2025-05-21,JPY,VND,183.92,177.76
1628,2025-05-21,KRW,VND,19.4,17.6
1629,2025-05-21,NZD,VND,15671.0,15081.0
1630,2025-05-21,SGD,VND,20383.0,19856.0
1631,2025-05-21,THB,VND,824.0,770.0
1632,2025-05-21,USD,VND,,
1633,2025-05-21,USD,VND,,
1634,2025-05-21,USD,VND,26150.0,25805.0
1635,2025-05-22,AUD,VND,16997.0,16423.0
1636,2025-05-22,CAD,VND,19073.0,18456.0
1637,2025-05-22,CHF,VND,31801.0,31155.0
1638,2025-05-22,CNY,VND,3664.0,3546.0
1639,2025-05-22,EUR,VND,30005.0,28978.0
1640,2025-05-22,GBP,VND,35329.0,34393.0
1641,2025-05-22,HKD,VND,3391.0,3189.0
1642,2025-05-22,JPY,VND,184.7,178.56
1643,2025-05-22,KRW,VND,19.5,17.7
1644,2025-05-22,NZD,VND,15608.0,15020.0
1645,2025-05-22,SGD,VND,20378.0,19849.0
1646,2025-05-22,THB,VND,823.0,769.0
1647,2025-05-22,USD,VND,,
1648,2025-05-22,USD,VND,,
1649,2025-05-22,USD,VND,26157.0,25815.0
1650,2025-05-23,AUD,VND,17091.0,16513.0
1651,2025-05-23,CAD,VND,19160.0,18543.0
1652,2025-05-23,CHF,VND,31790.0,31140.0
1653,2025-05-23,CNY,VND,3664.0,3546.0
1654,2025-05-23,EUR,VND,30115.0,29085.0
1655,2025-05-23,GBP,VND,35549.0,34609.0
1656,2025-05-23,HKD,VND,3386.0,3183.0
1657,2025-05-23,JPY,VND,184.65,178.49
1658,2025-05-23,KRW,VND,19.6,17.8
1659,2025-05-23,NZD,VND,15738.0,15148.0
1660,2025-05-23,SGD,VND,20453.0,19925.0
1661,2025-05-23,THB,VND,828.0,775.0
1662,2025-05-23,USD,VND,,
1663,2025-05-23,USD,VND,,
1664,2025-05-23,USD,VND,26135.0,25790.0
1665,2025-05-24,AUD,VND,17169.0,16587.0
1666,2025-05-24,CAD,VND,19252.0,18622.0
1667,2025-05-24,CHF,VND,31974.0,31315.0
1668,2025-05-24,CNY,VND,3664.0,3546.0
1669,2025-05-24,EUR,VND,30164.0,29120.0
1670,2025-05-24,GBP,VND,35656.0,34704.0
1671,2025-05-24,HKD,VND,3385.0,3181.0
1672,2025-05-24,JPY,VND,185.66,179.38
1673,2025-05-24,KRW,VND,19.6,17.8
1674,2025-05-24,NZD,VND,15818.0,15227.0
1675,2025-05-24,SGD,VND,20478.0,19933.0
1676,2025-05-24,THB,VND,831.0,775.0
1677,2025-05-24,USD,VND,,
1678,2025-05-24,USD,VND,,
1679,2025-05-24,USD,VND,26135.0,25780.0
1680,2025-05-26,AUD,VND,17179.0,16597.0
1681,2025-05-26,CAD,VND,19257.0,18642.0
1682,2025-05-26,CHF,VND,31897.0,31262.0
1683,2025-05-26,CNY,VND,3670.0,3530.0
1684,2025-05-26,EUR,VND,30167.0,29137.0
1685,2025-05-26,GBP,VND,35673.0,34726.0
1686,2025-05-26,HKD,VND,3378.0,3176.0
1687,2025-05-26,JPY,VND,184.85,178.72
1688,2025-05-26,KRW,VND,19.7,17.9
1689,2025-05-26,NZD,VND,15859.0,15267.0
1690,2025-05-26,SGD,VND,20441.0,19913.0
1691,2025-05-26,THB,VND,827.0,773.0
1692,2025-05-26,USD,VND,,
1693,2025-05-26,USD,VND,,
1694,2025-05-26,USD,VND,26097.0,25755.0
1695,2025-05-27,AUD,VND,17042.0,16463.0
1696,2025-05-27,CAD,VND,19196.0,18577.0
1697,2025-05-27,CHF,VND,31802.0,31146.0
1698,2025-05-27,CNY,VND,3670.0,3530.0
1699,2025-05-27,EUR,VND,30091.0,29052.0
1700,2025-05-27,GBP,VND,35616.0,34681.0
1701,2025-05-27,HKD,VND,3379.0,3177.0
1702,2025-05-27,JPY,VND,183.71,177.54
1703,2025-05-27,KRW,VND,19.6,17.8
1704,2025-05-27,NZD,VND,15731.0,15141.0
1705,2025-05-27,SGD,VND,20405.0,19879.0
