report_id,title,ticker,date,pdf_url,download_path
ff016842e6e60a5515cf2a6c3869de05,Cập nhật nhanh QTP – MUAQTP công bố kết quả kinh doanh (KQKD) Q3/2025 với doanh thu đạt 2.056 tỷ đồn,"KINH,KQKD,QTP",24/10/2025,https://acbs.com.vn/acbsmedia/2025/10/QTP_VN_FN_Q3_2025.pdf,
1d288b80830132304e66b2a08113f3fd,Cập nhật nhanh PVS – MUA,PVS,24/10/2025,https://acbs.com.vn/acbsmedia/2025/10/PVS_Cap-nhat-nhanh-Q3-2025.pdf,
d57469420a27cdadfc1afd6e1a467f57,Câu chuyện đầu tư TV2: Tăng tốc từ 2026GIỚI THIỆU DOANH NGHIỆP,"NGHI,THI",23/10/2025,https://acbs.com.vn/acbsmedia/2025/10/TV2-Cau-chuyen-dau-tu-23102025.pdf,
7e5efbe1c660fcc0f4e27574ee70f36b,Cập nhật nhanh ĐHCĐ CTD – KHẢ QUAN,CTD,22/10/2025,https://acbs.com.vn/acbsmedia/2025/10/CTD_bao-cao-nhanh_21102025-1.pdf,
5b71137550d1665d479a7dd5a99b3704,Cập nhật NT2 – TRUNG LẬPCTCP Điện Lực Dầu Khí Nhơn Trạch 2 (HoSE: NT2) NT2 công bố kết quả kinh doan,"DOAN,HOSE,KINH",21/10/2025,https://acbs.com.vn/acbsmedia/2025/10/NT2_VN_FN_Q3_2025.pdf,
160ec4adbbea0744ff9191778ea75851,Cập nhật nhanh NTC – Không đánh giá,NTC,21/10/2025,https://acbs.com.vn/acbsmedia/2025/10/NTC_2025-HOSE-listing-VN.pdf,
4fa861c6675dbf3b3ad0033a7d2c7fe7,"Báo cáo niêm yết – TCXNgày 21/10/2025, Công ty Cổ phần Chứng khoán Kỹ Thương (TCBS – mã CK: TCX) chí","KHO,TCBS,TCX",21/10/2025,https://acbs.com.vn/acbsmedia/2025/10/TCX_pre-listing-note_ACBS_21.10.2025-EN.pdf,
a3545c16d310da6376586d705a3c8207,Cập nhật VPB – Khả quan,VPB,17/10/2025,https://acbs.com.vn/acbsmedia/2025/10/VPB_cap-nhat_ACBS_17.10.2025-VN.pdf,
570f52045723e9d2a35c44adb61d04a3,"Ngành Dệt May & Chuỗi Cung Ứng: Củng cố nội lực để biến thách thức thành cơ hộiNgày 9/10/2025,","CHU,CUNG,ING,MAY",13/10/2025,https://acbs.com.vn/acbsmedia/2025/10/Bao-Cao-Cap-Nhat_Nganh-det-may_VN.pdf,
49bfa309be77d3fd71cd8342f4a0901a,Cập nhật nhanh IJC-KHÔNG ĐÁNH GIÁ,IJC,09/10/2025,https://acbs.com.vn/acbsmedia/2025/10/IJC_Cap-nhat-nhanh-AM_08.10.2025-1.pdf,
bbb3552a47a1c497d377d55e4b256c9f,Cập nhật VHM – Khả quanKQKD 6T2025 giảm nhẹ chủ yếu do số lượng căn bàn giao thấp hơn. Giữ nguyên dự,"NGUY,VHM",18/09/2025,https://acbs.com.vn/acbsmedia/2025/09/VHM-by-ACBS_18.9.2025-VN.pdf,
1b13f029232b968737fb1341d48f32eb,CÂU CHUYỆN ĐẦU TƯ: LCG – NỘI LỰC VỮNG CHẮCGIỚI THIỆU DOANH NGHIỆP Với hơn hai thập kỷ hình thành và,"CGI,HAI,LCG,NGHI,THI",10/09/2025,https://acbs.com.vn/acbsmedia/2025/09/LCG-Cau-chuyen-dau-tu-10092025.pdf,
