level,fullTitleVi,fullTitleEn,2017_5,2018_5,2019_5,2020_5,2021_5,2022_5,2023_5,2024_5
2,Chi về nghiệp vụ ủy thác và đại lý,Expenses on Agency services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi từ hoạt động bảo hiểm,Expenses on Insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi từ dịch vụ môi giới,Expenses on Brokerage service,-11247000000.0,-30526000000.0,-11484000000.0,-38576000000.0,-166005000000.0,-154916000000.0,-183783000000.0,-259237000000.0
2,Chi khác,Expenses on Other services,-250763000000.0,-309329000000.0,-397362000000.0,-79714000000.0,-87456000000.0,-55235000000.0,-113066000000.0,-38120000000.0
1,Lãi thuần từ hoạt động kinh doanh ngoại hối,Net gain from gold trading and foreign currencies,278585000000.0,233751000000.0,104581000000.0,745000000.0,231416000000.0,-275063000000.0,195750000000.0,592556000000.0
2,Thu từ kinh doanh ngoại tệ giao ngay,Income from foreign exchange spot transactions,193142000000.0,1030351000000.0,1014049000000.0,1278966000000.0,339506000000.0,1329040000000.0,1133306000000.0,2632968000000.0
2,Thu từ các công cụ tài chính phái sinh tiền tệ,Income from derivative financial instruments,911886000000.0,848966000000.0,1321921000000.0,1404612000000.0,1203793000000.0,2490451000000.0,3477455000000.0,3556068000000.0
2,Thu từ giao dịch kinh doanh vàng,Income from gold trading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lãi chênh lệch tỷ giá ngoại tệ kinh doanh,Gain from foreign currency revaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi về kinh doanh ngoại tệ giao ngay,Expenses for foreign exchange spot transactions,-244100000000.0,-154420000000.0,-642943000000.0,-1198056000000.0,-209406000000.0,-477916000000.0,-594974000000.0,-950518000000.0
2,Chi về các công cụ tài chính phái sinh tiền tệ,Expenses for derivative financial instruments,-582343000000.0,-1491146000000.0,-1588446000000.0,-1484777000000.0,-1102477000000.0,-3616638000000.0,-3820037000000.0,-4645962000000.0
2,Chi về giao dịch kinh doanh vàng,Expenses for gold trading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lỗ chênh lệch tỷ giá ngoại tệ kinh doanh,Loss from foreign currency revaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lãi thuần từ mua bán chứng khoán kinh doanh,Net gain from trading securities,396730000000.0,168433000000.0,397664000000.0,321397000000.0,152305000000.0,-241845000000.0,64620000000.0,81301000000.0
2,Thu nhập từ mua bán chứng khoán kinh doanh,Income from trading securities,539888000000.0,350135000000.0,592871000000.0,828500000000.0,567239000000.0,108741000000.0,131783000000.0,235365000000.0
2,Chi phí về mua bán chứng khoán kinh doanh,Expenses for trading securities,-137419000000.0,-187865000000.0,-194347000000.0,-507934000000.0,-413038000000.0,-354253000000.0,-67163000000.0,-153813000000.0
2,Hoàn nhập dự phòng giảm giá chứng khoán kinh doanh,Reversal of provision for impairment of trading securities,-5739000000.0,6163000000.0,-860000000.0,831000000.0,-1896000000.0,3667000000.0,0.0,-251000000.0
1,Lãi thuần từ mua bán chứng khoán đầu tư,Net gain from Investment securities,855760000000.0,756585000000.0,1243759000000.0,1496997000000.0,1804408000000.0,425553000000.0,925833000000.0,2359057000000.0
2,Thu nhập từ mua bán chứng khoán đầu tư,Income from trading investment securities,1165122000000.0,1303955000000.0,1526258000000.0,2563876000000.0,2639664000000.0,927729000000.0,2551469000000.0,3392047000000.0
2,Lãi từ thanh lý các khoản đầu tư dài hạn khác,Gain from realization of other long-term investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi phí về mua bán chứng khoán đầu tư,Expenses from trading investment securities,-210982000000.0,-389655000000.0,-325494000000.0,-986752000000.0,-512693000000.0,-828149000000.0,-1643334000000.0,-916137000000.0
2,Lỗ do thanh lý các khoản đầu tư dài hạn khác,Loss from realization of other long-term investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Hoàn nhập dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Reversal of provision for impairment of available-for-sale securities,-98380000000.0,-169734000000.0,41381000000.0,-69631000000.0,-310833000000.0,348111000000.0,-1491000000.0,21265000000.0
2,Hoàn nhập dự phòng giảm giá chứng khoán đầu tư giữ đến ngày đáo hạn,Reversal of provision for impairment of held-to-maturity securities,0.0,12019000000.0,1614000000.0,-10496000000.0,-11730000000.0,-22138000000.0,19189000000.0,-138118000000.0
1,Lãi thuần từ hoạt động khác,Net profits from other activities,1714891000000.0,1633777000000.0,1806728000000.0,2279209000000.0,1803246000000.0,2167375000000.0,2434116000000.0,342711000000.0
2,Thu nhập từ các khoản cho vay đã xử lý bằng quỹ dự phòng rủi ro,Income from loans disbursed by the risk reserve fund,1116820000000.0,1422895000000.0,1080236000000.0,1259653000000.0,1121235000000.0,1311053000000.0,831790000000.0,1138200000000.0
2,Thu từ thanh lý tài sản cố định,Proceeds from disposals of fixed assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732136000000.0
2,Thu từ nghiệp vụ mua bán nợ,Proceeds from debt trading activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Thu về nghiệp vụ tất toán Trái phiếu VAMC,Proceeds from liquidation of VAMC Bonds,424134000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Thu nhập về các công cụ tài chính phái sinh khác,Proceeds from other derivative financial instruments,193008000000.0,1544089000000.0,3159510000000.0,3914316000000.0,2814928000000.0,2550299000000.0,2562614000000.0,5171634000000.0
2,Thu nhập khác,Other incomes,229463000000.0,180185000000.0,185333000000.0,286044000000.0,407568000000.0,638597000000.0,3065290000000.0,1282958000000.0
2,Chi phí cho nghiệp vụ hoán đổi lãi suất,Expenses for interest rate swap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi từ thanh lý tài sản,Payments for disposals of assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1235101000000.0
2,Chi về nghiệp vụ bán nợ,Payments for debt selling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi về các công cụ tài chính phái sinh khác,Expenses for other derivative financial instruments,-128764000000.0,-1228491000000.0,-2493050000000.0,-2908170000000.0,-2081690000000.0,-2087707000000.0,-2335914000000.0,-5436100000000.0
2,Chi công tác xã hội,Spending on Social Works,0.0,0.0,0.0,-75515000000.0,-316337000000.0,-57156000000.0,0.0,0.0
2,Chi phí khác,Other Expenses,-119770000000.0,-284901000000.0,-125301000000.0,-197119000000.0,-142458000000.0,-187711000000.0,-1689664000000.0,-2311016000000.0
1,Chi phí hoạt động,Operating expenses,4812465000000.0,5842507000000.0,7312509000000.0,8967357000000.0,11173395000000.0,13023129000000.0,13251796000000.0,15369735000000.0
2,"Chi nộp thuế và các khoản phí, lệ phí",Taxes and fees,77426000000.0,102603000000.0,113109000000.0,120749000000.0,146640000000.0,187371000000.0,243014000000.0,229715000000.0
2,Chi phí cho nhân viên,Staff costs,2594878000000.0,3239958000000.0,4261656000000.0,5151106000000.0,6356228000000.0,6515485000000.0,6573569000000.0,6894019000000.0
2,Chi lương và phụ cấp,Salary and allowances,2594878000000.0,3239958000000.0,4261656000000.0,5151106000000.0,6356228000000.0,6515485000000.0,6573569000000.0,6894019000000.0
2,Các khoản chi đóng góp theo lương,Social insurance and security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi trợ cấp,Staff subsidies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi công tác xã hội,Community activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi khác,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi về tài sản,Asset expenses,993216000000.0,1020053000000.0,990530000000.0,1294866000000.0,1614414000000.0,2415899000000.0,3172030000000.0,3884925000000.0
2,Chi Khấu hao TSCĐ,Depreciation,281141000000.0,259603000000.0,254986000000.0,386763000000.0,608149000000.0,757167000000.0,1215940000000.0,1581263000000.0
2,Chi khác về tài sản,Other asset payment,712075000000.0,760450000000.0,735544000000.0,908103000000.0,1006265000000.0,1658732000000.0,1956090000000.0,2303662000000.0
2,Chi cho hoạt động quản lý công vụ,Payment for company affairs,619465000000.0,770133000000.0,1132043000000.0,1395439000000.0,1887318000000.0,2258273000000.0,1572318000000.0,2447030000000.0
2,"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",Insurance and deposit insurance fees,166187000000.0,193813000000.0,228831000000.0,267524000000.0,313727000000.0,347127000000.0,422573000000.0,528077000000.0
2,Chi phí dự phòng giảm giá các khoản đầu tư dài hạn và dự phòng nợ khó đòi,Provision for diminution in long-term investment and bad debts,-2456000000.0,-3195000000.0,24276000000.0,11023000000.0,-24513000000.0,1404000000.0,555000000.0,3792000000.0
2,Chi dự phòng trợ cấp thôi việc,Severance allowance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Chi phí hoạt động khác,Other Operating expenses,363749000000.0,519142000000.0,562064000000.0,726650000000.0,879581000000.0,1297570000000.0,1267737000000.0,1382177000000.0
1,CAR,CAR,0.1268,0.143,0.1551,0.1608,0.1504,0.1518,0.1435,0.154
